2020-08-20 11:46:20,223 | "hi mikmak" | greeting.hi | 0.9707781117589399
2020-08-20 11:46:54,13 | "hi" | greeting.hi | 1
2020-08-20 11:47:13,84 | "hey" | greeting.hi | 1
2020-08-20 11:47:35,724 | "hewwo" | greeting.hi | 1
2020-08-20 11:47:38,916 | "hewwo :333" | greeting.hi | 0.9702827041446991
2020-08-20 11:52:43,110 | "hoi" | None | 1
2020-08-20 11:52:45,393 | "hello" | greeting.hi | 1
2020-08-20 11:52:47,568 | "hewwo" | greeting.hi | 1
2020-08-20 11:52:50,29 | "haiii" | greeting.hi | 1
